scoreNullable,teamId,hasTeamName,submissionDate,score,hasScore
-2.12289,3228358,True,2019-08-28 20:51:07,-2.12289,True
-2.11870,3271790,True,2019-08-28 22:22:35,-2.11870,True
-2.11658,3379614,True,2019-08-28 23:08:57,-2.11658,True
-2.11111,3384903,True,2019-08-28 04:40:49,-2.11111,True
-2.11017,3280550,True,2019-08-28 23:16:00,-2.11017,True
-2.10837,3274358,True,2019-08-28 20:33:49,-2.10837,True
-2.09857,3292629,True,2019-08-28 19:26:55,-2.09857,True
-2.09322,3277596,True,2019-08-28 23:31:43,-2.09322,True
-2.09273,3245457,True,2019-08-28 05:32:40,-2.09273,True
-2.09037,3230515,True,2019-08-28 23:43:39,-2.09037,True
-2.08858,3242583,True,2019-08-28 23:57:42,-2.08858,True
-2.08833,3266721,True,2019-08-28 18:27:10,-2.08833,True
-2.08756,3246834,True,2019-08-22 01:08:06,-2.08756,True
-2.08175,3298027,True,2019-08-28 13:57:00,-2.08175,True
-2.07731,3478034,True,2019-08-27 00:57:40,-2.07731,True
-2.07495,3228423,True,2019-08-28 21:11:22,-2.07495,True
-2.07201,3252638,True,2019-08-28 23:48:54,-2.07201,True
-2.07132,3249024,True,2019-08-28 14:35:50,-2.07132,True
-2.06837,3229416,True,2019-08-28 19:06:31,-2.06837,True
-2.06819,3391315,True,2019-08-28 22:45:37,-2.06819,True
-2.06606,3316251,True,2019-08-28 17:26:53,-2.06606,True
-2.06537,3270496,True,2019-08-28 23:09:20,-2.06537,True
-2.06278,3250304,True,2019-08-28 23:38:41,-2.06278,True
-2.06263,3463885,True,2019-08-28 21:17:45,-2.06263,True
-2.06225,3252295,True,2019-08-28 22:30:54,-2.06225,True
-2.06081,3395437,True,2019-08-28 23:55:00,-2.06081,True
-2.06040,3268661,True,2019-08-28 23:44:26,-2.06040,True
-2.05342,3227578,True,2019-08-28 02:27:24,-2.05342,True
-2.05292,3361271,True,2019-08-28 19:00:27,-2.05292,True
-2.05274,3381978,True,2019-08-28 23:58:32,-2.05274,True
-2.05224,3320677,True,2019-08-28 13:54:35,-2.05224,True
-2.05114,3230090,True,2019-08-27 16:42:03,-2.05114,True
-2.05024,3461171,True,2019-08-28 11:56:44,-2.05024,True
-2.04712,3230952,True,2019-08-28 22:09:15,-2.04712,True
-2.04514,3286452,True,2019-08-28 17:22:14,-2.04514,True
-2.04066,3231240,True,2019-08-28 23:06:45,-2.04066,True
-2.04028,3439649,True,2019-08-28 15:54:39,-2.04028,True
-2.03770,3534290,True,2019-08-28 22:35:11,-2.03770,True
-2.03604,3313046,True,2019-08-27 17:41:49,-2.03604,True
-2.03384,3562929,True,2019-08-28 14:40:00,-2.03384,True
-2.03329,3428126,True,2019-08-28 23:54:03,-2.03329,True
-2.03308,3249799,True,2019-08-27 00:36:36,-2.03308,True
-2.03119,3290423,True,2019-08-28 17:03:49,-2.03119,True
-2.03093,3342621,True,2019-08-28 11:19:54,-2.03093,True
-2.02897,3232995,True,2019-08-28 03:38:21,-2.02897,True
-2.02802,3236747,True,2019-08-28 11:35:51,-2.02802,True
-2.02588,3238735,True,2019-08-28 12:30:29,-2.02588,True
-2.02515,3295487,True,2019-08-28 21:30:38,-2.02515,True
-2.02454,3332704,True,2019-08-28 21:54:56,-2.02454,True
-2.02435,3532420,True,2019-08-28 21:39:10,-2.02435,True
-2.02392,3236617,True,2019-08-28 17:59:58,-2.02392,True
-2.02275,3231727,True,2019-08-28 16:35:27,-2.02275,True
-2.01885,3311249,True,2019-08-27 07:02:09,-2.01885,True
-2.01756,3228618,True,2019-08-28 17:09:43,-2.01756,True
-2.01743,3350386,True,2019-07-30 10:13:48,-2.01743,True
-2.01733,3236280,True,2019-08-28 21:30:56,-2.01733,True
-2.01497,3234040,True,2019-08-28 22:03:06,-2.01497,True
-2.01354,3347289,True,2019-08-26 16:21:21,-2.01354,True
-2.01245,3511815,True,2019-08-28 00:50:50,-2.01245,True
-2.00991,3255557,True,2019-08-28 12:58:17,-2.00991,True
-2.00812,3400928,True,2019-08-28 21:03:36,-2.00812,True
-2.00754,3253163,True,2019-08-28 13:30:57,-2.00754,True
-2.00679,3262485,True,2019-08-28 22:16:20,-2.00679,True
-2.00573,3227371,True,2019-08-09 05:41:31,-2.00573,True
-2.00566,3360554,True,2019-08-28 03:51:38,-2.00566,True
-1.99687,3255021,True,2019-08-28 07:16:02,-1.99687,True
-1.99522,3317749,True,2019-08-28 23:49:22,-1.99522,True
-1.99036,3231246,True,2019-08-28 21:26:17,-1.99036,True
-1.98876,3447699,True,2019-08-28 23:22:26,-1.98876,True
-1.98735,3255118,True,2019-08-28 23:44:12,-1.98735,True
-1.98634,3236104,True,2019-08-28 23:51:01,-1.98634,True
-1.98468,3318893,True,2019-08-28 22:34:15,-1.98468,True
-1.98379,3337192,True,2019-08-28 14:40:54,-1.98379,True
-1.98324,3229619,True,2019-08-26 02:38:52,-1.98324,True
-1.98159,3250852,True,2019-08-28 10:41:20,-1.98159,True
-1.97780,3412577,True,2019-08-28 17:07:35,-1.97780,True
-1.97369,3234590,True,2019-08-28 21:58:29,-1.97369,True
-1.97328,3230858,True,2019-08-28 23:10:06,-1.97328,True
-1.97323,3230835,True,2019-08-28 20:15:07,-1.97323,True
-1.97216,3244196,True,2019-08-28 02:39:47,-1.97216,True
-1.97209,3229875,True,2019-08-28 08:48:01,-1.97209,True
-1.97038,3243311,True,2019-08-27 11:10:15,-1.97038,True
-1.96983,3253660,True,2019-08-28 23:39:42,-1.96983,True
-1.96916,3228716,True,2019-08-28 01:30:07,-1.96916,True
-1.96880,3272897,True,2019-08-28 19:36:33,-1.96880,True
-1.96801,3234419,True,2019-08-28 23:36:47,-1.96801,True
-1.96656,3543834,True,2019-08-28 23:11:23,-1.96656,True
-1.96632,3268976,True,2019-08-28 18:14:34,-1.96632,True
-1.96587,3228237,True,2019-08-28 23:11:16,-1.96587,True
-1.96520,3247566,True,2019-08-22 01:37:25,-1.96520,True
-1.96512,3294133,True,2019-08-28 14:47:27,-1.96512,True
-1.96406,3335562,True,2019-08-24 15:12:20,-1.96406,True
-1.96309,3252637,True,2019-08-28 18:58:08,-1.96309,True
-1.95858,3521290,True,2019-08-28 23:28:49,-1.95858,True
-1.95713,3285538,True,2019-08-28 16:15:52,-1.95713,True
-1.95695,3232305,True,2019-08-28 03:55:00,-1.95695,True
-1.95570,3298198,True,2019-08-28 19:56:33,-1.95570,True
-1.95521,3232875,True,2019-08-24 20:10:41,-1.95521,True
-1.95510,3246236,True,2019-08-28 19:19:46,-1.95510,True
-1.95421,3281583,True,2019-08-28 16:08:08,-1.95421,True
-1.95388,3248752,True,2019-08-28 23:31:44,-1.95388,True
-1.95181,3295377,True,2019-08-28 02:42:54,-1.95181,True
-1.95130,3547273,True,2019-08-28 11:17:29,-1.95130,True
-1.95110,3280107,True,2019-08-28 11:10:57,-1.95110,True
-1.95101,3327391,True,2019-08-28 16:17:15,-1.95101,True
-1.95027,3553465,True,2019-08-24 11:34:51,-1.95027,True
-1.95011,3557015,True,2019-08-28 12:42:15,-1.95011,True
-1.94940,3233660,True,2019-08-19 19:49:12,-1.94940,True
-1.94939,3230183,True,2019-08-28 22:33:00,-1.94939,True
-1.94637,3283448,True,2019-08-24 23:48:42,-1.94637,True
-1.94483,3362049,True,2019-08-28 23:07:53,-1.94483,True
-1.94412,3229002,True,2019-08-28 14:06:19,-1.94412,True
-1.94298,3231129,True,2019-08-28 21:03:14,-1.94298,True
-1.94168,3335839,True,2019-08-25 06:41:06,-1.94168,True
-1.94097,3244439,True,2019-08-28 10:48:32,-1.94097,True
-1.94092,3292732,True,2019-08-28 23:01:21,-1.94092,True
-1.94056,3251690,True,2019-08-28 12:30:20,-1.94056,True
-1.94008,3560064,True,2019-08-28 23:10:45,-1.94008,True
-1.93835,3243221,True,2019-08-28 19:15:38,-1.93835,True
-1.93803,3314014,True,2019-08-28 22:16:26,-1.93803,True
-1.93785,3552123,True,2019-08-28 19:28:33,-1.93785,True
-1.93714,3346345,True,2019-08-28 23:23:11,-1.93714,True
-1.93714,3400179,True,2019-08-28 13:49:20,-1.93714,True
-1.93676,3290742,True,2019-08-27 10:53:52,-1.93676,True
-1.93353,3242875,True,2019-08-25 14:49:52,-1.93353,True
-1.92980,3252858,True,2019-08-27 17:20:38,-1.92980,True
-1.92949,3313368,True,2019-08-28 23:24:59,-1.92949,True
-1.92931,3254065,True,2019-08-28 15:34:11,-1.92931,True
-1.92927,3245298,True,2019-08-20 06:39:24,-1.92927,True
-1.92879,3227751,True,2019-08-28 21:50:51,-1.92879,True
-1.92868,3235162,True,2019-08-28 05:48:48,-1.92868,True
-1.92699,3520562,True,2019-08-28 22:54:30,-1.92699,True
-1.92565,3403663,True,2019-08-28 15:10:13,-1.92565,True
-1.92530,3278973,True,2019-08-28 07:01:24,-1.92530,True
-1.92458,3360919,True,2019-08-24 13:30:14,-1.92458,True
-1.92450,3313115,True,2019-08-28 23:56:49,-1.92450,True
-1.92343,3229606,True,2019-08-26 16:34:44,-1.92343,True
-1.92340,3325132,True,2019-08-28 12:15:49,-1.92340,True
-1.92305,3320025,True,2019-08-27 02:53:30,-1.92305,True
-1.92289,3250642,True,2019-07-04 16:49:47,-1.92289,True
-1.92261,3228654,True,2019-08-28 10:53:09,-1.92261,True
-1.92224,3249492,True,2019-08-28 22:22:04,-1.92224,True
-1.92011,3250863,True,2019-08-28 23:56:49,-1.92011,True
-1.91993,3253496,True,2019-08-28 23:46:37,-1.91993,True
-1.91981,3291337,True,2019-08-28 03:48:34,-1.91981,True
-1.91741,3445062,True,2019-08-28 05:49:47,-1.91741,True
-1.91736,3320511,True,2019-08-28 16:05:10,-1.91736,True
-1.91661,3228700,True,2019-08-28 21:45:07,-1.91661,True
-1.91567,3228173,True,2019-08-28 22:53:13,-1.91567,True
-1.91505,3393320,True,2019-08-28 22:03:19,-1.91505,True
-1.91461,3241606,True,2019-08-28 15:33:35,-1.91461,True
-1.91418,3547952,True,2019-08-28 15:51:52,-1.91418,True
-1.91376,3231448,True,2019-08-28 08:05:08,-1.91376,True
-1.91316,3242542,True,2019-08-28 19:11:26,-1.91316,True
-1.91190,3230524,True,2019-08-28 04:30:01,-1.91190,True
-1.91165,3305260,True,2019-08-28 18:22:05,-1.91165,True
-1.91101,3563874,True,2019-08-28 05:51:13,-1.91101,True
-1.91098,3238485,True,2019-08-28 10:40:49,-1.91098,True
-1.91029,3230168,True,2019-08-28 15:16:41,-1.91029,True
-1.91020,3360391,True,2019-08-28 09:15:12,-1.91020,True
-1.90994,3277967,True,2019-08-28 22:10:48,-1.90994,True
-1.90988,3396782,True,2019-08-28 23:10:53,-1.90988,True
-1.90986,3325977,True,2019-08-28 08:14:34,-1.90986,True
-1.90941,3269541,True,2019-08-28 23:03:53,-1.90941,True
-1.90891,3242884,True,2019-08-27 07:00:44,-1.90891,True
-1.90858,3561352,True,2019-08-28 23:39:16,-1.90858,True
-1.90829,3247827,True,2019-08-28 11:45:18,-1.90829,True
-1.90760,3351452,True,2019-08-28 22:20:13,-1.90760,True
-1.90683,3231956,True,2019-08-26 18:57:52,-1.90683,True
-1.90667,3234145,True,2019-08-28 10:31:23,-1.90667,True
-1.90544,3486821,True,2019-08-28 11:14:26,-1.90544,True
-1.90468,3232493,True,2019-08-28 20:06:37,-1.90468,True
-1.90444,3432861,True,2019-08-28 16:56:00,-1.90444,True
-1.90397,3271404,True,2019-08-28 03:34:11,-1.90397,True
-1.90364,3227813,True,2019-08-27 19:54:27,-1.90364,True
-1.90322,3268328,True,2019-08-28 10:02:42,-1.90322,True
-1.90265,3300541,True,2019-08-27 16:09:00,-1.90265,True
-1.90251,3254978,True,2019-08-27 20:04:20,-1.90251,True
-1.90218,3235639,True,2019-08-28 06:57:27,-1.90218,True
-1.90122,3444309,True,2019-08-28 16:30:31,-1.90122,True
-1.90086,3230301,True,2019-08-28 20:23:21,-1.90086,True
-1.90076,3228275,True,2019-08-28 15:46:48,-1.90076,True
-1.90001,3400703,True,2019-08-28 20:32:35,-1.90001,True
-1.89974,3422447,True,2019-08-28 22:10:39,-1.89974,True
-1.89945,3295601,True,2019-08-28 23:49:56,-1.89945,True
-1.89941,3232173,True,2019-08-27 13:07:27,-1.89941,True
-1.89937,3515001,True,2019-08-28 22:25:17,-1.89937,True
-1.89920,3246193,True,2019-08-28 13:05:04,-1.89920,True
-1.89881,3481954,True,2019-08-28 08:15:22,-1.89881,True
-1.89875,3276840,True,2019-08-28 15:38:12,-1.89875,True
-1.89870,3435967,True,2019-08-28 10:27:54,-1.89870,True
-1.89852,3516832,True,2019-08-28 12:44:52,-1.89852,True
-1.89843,3538385,True,2019-08-28 14:27:13,-1.89843,True
-1.89678,3427728,True,2019-08-28 02:56:53,-1.89678,True
-1.89612,3258697,True,2019-08-28 17:22:52,-1.89612,True
-1.89470,3242904,True,2019-08-28 15:53:27,-1.89470,True
-1.89442,3322505,True,2019-08-28 15:58:12,-1.89442,True
-1.89422,3232638,True,2019-08-28 15:05:50,-1.89422,True
-1.89418,3232001,True,2019-08-28 08:51:41,-1.89418,True
-1.89354,3231434,True,2019-08-28 17:40:00,-1.89354,True
-1.89324,3272584,True,2019-08-26 18:39:19,-1.89324,True
-1.89311,3236538,True,2019-08-28 18:06:08,-1.89311,True
-1.89298,3251992,True,2019-08-25 05:22:46,-1.89298,True
-1.89268,3560029,True,2019-08-27 14:07:24,-1.89268,True
-1.89236,3300424,True,2019-08-28 00:15:31,-1.89236,True
-1.89235,3287428,True,2019-08-28 18:24:01,-1.89235,True
-1.89217,3230730,True,2019-08-28 14:59:48,-1.89217,True
-1.89201,3248839,True,2019-08-28 15:40:44,-1.89201,True
-1.89189,3228291,True,2019-08-28 04:11:46,-1.89189,True
-1.89188,3354893,True,2019-08-28 10:48:51,-1.89188,True
-1.89113,3550795,True,2019-08-28 08:54:14,-1.89113,True
-1.89109,3253381,True,2019-08-28 18:37:10,-1.89109,True
-1.89108,3237962,True,2019-08-28 07:08:14,-1.89108,True
-1.89098,3528238,True,2019-08-28 09:13:57,-1.89098,True
-1.89067,3276445,True,2019-08-28 07:36:46,-1.89067,True
-1.89042,3256953,True,2019-08-27 18:01:23,-1.89042,True
-1.89015,3359214,True,2019-08-28 11:01:32,-1.89015,True
-1.89004,3316649,True,2019-08-28 14:07:27,-1.89004,True
-1.88997,3334459,True,2019-08-27 19:42:47,-1.88997,True
-1.88993,3227439,True,2019-08-28 06:28:44,-1.88993,True
-1.88993,3229608,True,2019-08-28 06:16:50,-1.88993,True
-1.88993,3289977,True,2019-08-28 06:13:07,-1.88993,True
-1.88993,3318492,True,2019-08-28 06:16:13,-1.88993,True
-1.88993,3229037,True,2019-08-28 06:21:42,-1.88993,True
-1.88993,3346521,True,2019-08-28 06:53:52,-1.88993,True
-1.88993,3504949,True,2019-08-28 13:42:53,-1.88993,True
-1.88993,3374969,True,2019-08-28 07:30:58,-1.88993,True
-1.88993,3311468,True,2019-08-28 08:08:32,-1.88993,True
-1.88993,3230857,True,2019-08-28 15:48:54,-1.88993,True
-1.88993,3275866,True,2019-08-28 08:28:56,-1.88993,True
-1.88993,3442380,True,2019-08-28 09:05:46,-1.88993,True
-1.88993,3474410,True,2019-08-28 11:45:11,-1.88993,True
-1.88993,3325212,True,2019-08-28 10:10:43,-1.88993,True
-1.88993,3530466,True,2019-08-28 10:50:13,-1.88993,True
-1.88983,3519239,True,2019-08-28 10:45:55,-1.88983,True
-1.88974,3235595,True,2019-08-28 08:45:41,-1.88974,True
-1.88961,3512573,True,2019-08-28 23:01:01,-1.88961,True
-1.88930,3257296,True,2019-08-28 10:35:33,-1.88930,True
-1.88819,3228148,True,2019-08-22 05:30:05,-1.88819,True
-1.88639,3238736,True,2019-08-28 23:53:58,-1.88639,True
-1.88619,3286015,True,2019-08-27 23:06:19,-1.88619,True
-1.88537,3229973,True,2019-08-23 06:59:35,-1.88537,True
-1.88477,3233143,True,2019-08-28 05:20:50,-1.88477,True
-1.88477,3351292,True,2019-08-28 09:59:02,-1.88477,True
-1.88477,3302090,True,2019-08-28 17:57:53,-1.88477,True
-1.88477,3467973,True,2019-08-28 15:15:08,-1.88477,True
-1.88447,3356306,True,2019-08-28 17:32:12,-1.88447,True
-1.88425,3281680,True,2019-08-28 22:11:54,-1.88425,True
-1.88367,3270797,True,2019-08-28 20:19:33,-1.88367,True
-1.88321,3458713,True,2019-08-28 23:39:09,-1.88321,True
-1.88304,3499233,True,2019-08-28 11:59:46,-1.88304,True
-1.88250,3314235,True,2019-08-23 16:28:20,-1.88250,True
-1.88082,3354927,True,2019-08-28 12:05:58,-1.88082,True
-1.88070,3257218,True,2019-08-28 21:05:40,-1.88070,True
-1.88036,3228395,True,2019-08-28 21:23:49,-1.88036,True
-1.87976,3263307,True,2019-08-28 02:03:26,-1.87976,True
-1.87877,3236644,True,2019-08-28 11:34:28,-1.87877,True
-1.87789,3526496,True,2019-08-27 05:29:33,-1.87789,True
-1.87693,3285333,True,2019-08-27 05:38:48,-1.87693,True
-1.87688,3315367,True,2019-08-28 03:00:54,-1.87688,True
-1.87664,3248836,True,2019-08-26 10:45:15,-1.87664,True
-1.87635,3236505,True,2019-08-26 06:07:01,-1.87635,True
-1.87373,3525759,True,2019-08-28 22:20:30,-1.87373,True
-1.87368,3510843,True,2019-08-25 05:16:42,-1.87368,True
-1.87327,3336674,True,2019-08-28 20:22:28,-1.87327,True
-1.87321,3281209,True,2019-08-28 04:27:58,-1.87321,True
-1.87188,3234457,True,2019-08-28 23:58:29,-1.87188,True
-1.87185,3275537,True,2019-08-28 16:24:34,-1.87185,True
-1.87171,3257371,True,2019-08-28 21:17:23,-1.87171,True
-1.87169,3432215,True,2019-08-28 23:55:15,-1.87169,True
-1.87149,3529029,True,2019-08-25 15:57:57,-1.87149,True
-1.87149,3230767,True,2019-08-28 16:28:26,-1.87149,True
-1.87122,3293370,True,2019-08-28 01:08:34,-1.87122,True
-1.87059,3229027,True,2019-08-28 02:57:13,-1.87059,True
-1.87011,3236998,True,2019-08-28 22:07:01,-1.87011,True
-1.87001,3356648,True,2019-08-28 23:29:07,-1.87001,True
-1.86982,3249374,True,2019-08-28 05:39:07,-1.86982,True
-1.86966,3297528,True,2019-08-28 12:45:32,-1.86966,True
-1.86906,3233427,True,2019-08-28 23:08:20,-1.86906,True
-1.86905,3227708,True,2019-08-28 23:23:18,-1.86905,True
-1.86823,3325380,True,2019-08-28 01:53:46,-1.86823,True
-1.86794,3555617,True,2019-08-28 21:29:03,-1.86794,True
-1.86788,3385341,True,2019-08-28 23:33:37,-1.86788,True
-1.86764,3515464,True,2019-08-27 08:11:14,-1.86764,True
-1.86747,3235696,True,2019-08-25 22:19:39,-1.86747,True
-1.86731,3255904,True,2019-08-20 22:24:29,-1.86731,True
-1.86664,3238084,True,2019-08-27 20:01:12,-1.86664,True
-1.86608,3285856,True,2019-08-28 15:49:01,-1.86608,True
-1.86531,3229005,True,2019-08-28 16:42:56,-1.86531,True
-1.86498,3228159,True,2019-08-24 17:27:22,-1.86498,True
-1.86481,3233193,True,2019-08-28 21:26:26,-1.86481,True
-1.86424,3490934,True,2019-08-28 16:18:15,-1.86424,True
-1.86350,3260796,True,2019-08-28 15:52:34,-1.86350,True
-1.86276,3492859,True,2019-08-28 16:24:56,-1.86276,True
-1.86267,3227987,True,2019-08-25 20:17:17,-1.86267,True
-1.86255,3518829,True,2019-08-27 23:54:39,-1.86255,True
-1.86226,3307180,True,2019-08-28 19:38:00,-1.86226,True
-1.86121,3233597,True,2019-08-28 19:59:01,-1.86121,True
-1.86089,3422031,True,2019-08-27 10:15:53,-1.86089,True
-1.86085,3285525,True,2019-08-28 21:16:01,-1.86085,True
-1.86059,3349158,True,2019-08-28 05:42:29,-1.86059,True
-1.85990,3358548,True,2019-08-22 12:39:01,-1.85990,True
-1.85989,3267303,True,2019-08-28 23:36:31,-1.85989,True
-1.85888,3378858,True,2019-08-28 06:24:10,-1.85888,True
-1.85576,3471434,True,2019-08-28 09:21:41,-1.85576,True
-1.85525,3543286,True,2019-08-28 23:56:33,-1.85525,True
-1.85280,3281542,True,2019-08-24 22:02:49,-1.85280,True
-1.85213,3290375,True,2019-08-28 15:38:28,-1.85213,True
-1.85134,3234581,True,2019-08-24 02:02:00,-1.85134,True
-1.85131,3413786,True,2019-08-28 16:58:04,-1.85131,True
-1.85127,3551370,True,2019-08-22 02:59:31,-1.85127,True
-1.85117,3319441,True,2019-08-28 21:32:23,-1.85117,True
-1.85063,3229907,True,2019-08-28 23:52:12,-1.85063,True
-1.85056,3517891,True,2019-08-21 10:38:05,-1.85056,True
-1.85041,3343949,True,2019-08-23 11:58:55,-1.85041,True
-1.85038,3245331,True,2019-08-28 23:43:44,-1.85038,True
-1.84946,3381164,True,2019-08-26 19:55:31,-1.84946,True
-1.84891,3326761,True,2019-08-28 13:13:00,-1.84891,True
-1.84806,3369587,True,2019-08-28 02:06:03,-1.84806,True
-1.84798,3289721,True,2019-08-28 15:02:11,-1.84798,True
-1.84776,3477315,True,2019-08-28 23:17:46,-1.84776,True
-1.84635,3233866,True,2019-07-30 18:37:15,-1.84635,True
-1.84619,3246989,True,2019-08-23 01:28:12,-1.84619,True
-1.84610,3541798,True,2019-08-28 23:03:38,-1.84610,True
-1.84580,3527896,True,2019-08-25 18:45:46,-1.84580,True
-1.84548,3541689,True,2019-08-28 23:56:47,-1.84548,True
-1.84173,3499568,True,2019-08-22 08:26:15,-1.84173,True
-1.84171,3324973,True,2019-08-22 04:54:51,-1.84171,True
